,Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
941,физ. лицо,списание средств,959.59,наличный,Брест,Приорбанк-CTBY-106,22-11-2019,12:12:04,недостаточно средств,да,47.38
964,юр. лицо,получение средств,711.98,наличный,Брест,БелАгропромбанк-FXCT-320,08-04-2023,23:47:29,успешно,нет,0.0
965,юр. лицо,получение средств,628.55,безналичный,Минск,МаксБанк-RUKA-994,03-03-2003,17:23:16,успешно,нет,0.0
972,физ. лицо,списание средств,308.94,наличный,Витебск,Приорбанк-JXHW-222,05-09-2007,16:19:18,успешно,нет,0.0
975,физ. лицо,получение средств,22.69,безналичный,Брест,Белинвестбанк-SUXO-647,22-01-2001,20:16:58,успешно,нет,0.0
987,юр. лицо,списание средств,0.32,наличный,Могилев,Беларусбанк-KKNN-975,14-12-2024,08:42:37,успешно,нет,0.0
990,юр. лицо,получение средств,467.6,безналичный,Гродно,БелАгропромбанк-PBWF-107,10-12-2014,11:36:37,успешно,нет,0.0
993,юр. лицо,списание средств,420.93,безналичный,Гродно,Белинвестбанк-BKSP-478,22-05-2001,14:30:21,недостаточно средств,нет,0.0
1001,физ. лицо,списание средств,150.18,наличный,Гродно,БелАгропромбанк-RUXE-410,04-01-2015,20:17:24,недостаточно средств,нет,0.0
1015,юр. лицо,списание средств,785.67,безналичный,Витебск,БелАгропромбанк-YIBI-354,25-01-2019,05:07:55,недостаточно средств,нет,0.0
1022,юр. лицо,списание средств,806.39,наличный,Минск,МаксБанк-WFLS-881,03-12-2005,18:07:38,недостаточно средств,нет,0.0
1030,юр. лицо,списание средств,964.91,безналичный,Минск,Белинвестбанк-KVAQ-455,19-07-2023,16:23:59,неправильный ввод пин-кода,да,74.74
1034,физ. лицо,получение средств,543.92,безналичный,Минск,Приорбанк-BAFN-515,23-08-2020,07:44:39,успешно,нет,0.0
1035,юр. лицо,получение средств,146.82,безналичный,Витебск,Белинвестбанк-TOHM-661,22-06-2015,02:18:05,успешно,нет,0.0
1051,юр. лицо,списание средств,449.87,безналичный,Гродно,Белинвестбанк-NPVS-323,09-02-2002,00:55:13,недостаточно средств,да,29.88
1055,юр. лицо,списание средств,886.08,безналичный,Могилев,Приорбанк-MJQR-786,16-03-2019,19:14:27,неправильный ввод пин-кода,нет,0.0
1067,физ. лицо,получение средств,676.63,безналичный,Брест,Беларусбанк-OMBW-589,15-05-2001,21:30:07,успешно,нет,0.0
1069,физ. лицо,списание средств,741.86,наличный,Могилев,МаксБанк-NPRD-724,28-12-2018,07:17:25,успешно,нет,0.0
1075,юр. лицо,списание средств,925.89,безналичный,Брест,Белинвестбанк-ENNQ-570,10-02-2012,03:20:23,неправильный ввод пин-кода,да,73.36
1077,физ. лицо,получение средств,926.46,безналичный,Минск,Беларусбанк-UUFL-560,14-01-2003,05:38:04,успешно,нет,0.0
1078,физ. лицо,получение средств,591.28,наличный,Витебск,Приорбанк-EGQC-176,21-12-2005,10:02:00,успешно,нет,0.0
1083,физ. лицо,получение средств,228.76,наличный,Витебск,БелАгропромбанк-KWYC-311,03-01-2018,02:09:13,успешно,нет,0.0
1086,физ. лицо,получение средств,533.95,безналичный,Витебск,МаксБанк-IIQG-374,16-12-2013,12:22:35,успешно,нет,0.0
1088,юр. лицо,списание средств,646.35,наличный,Гомель,Беларусбанк-TLBB-600,03-07-2021,03:25:17,успешно,да,25.34
1105,физ. лицо,получение средств,991.42,наличный,Могилев,БелАгропромбанк-FATE-294,21-07-2003,11:47:57,успешно,нет,0.0
1116,физ. лицо,получение средств,409.05,безналичный,Гомель,Приорбанк-PDDB-980,18-02-2015,03:39:37,успешно,нет,0.0
1120,физ. лицо,получение средств,431.66,безналичный,Минск,МаксБанк-NHKC-265,26-08-2019,01:17:11,успешно,нет,0.0
1124,физ. лицо,списание средств,299.03,безналичный,Витебск,Белинвестбанк-NVLW-326,29-07-2011,03:07:08,недостаточно средств,да,24.26
1127,физ. лицо,списание средств,178.63,наличный,Гродно,Белинвестбанк-AZMV-730,10-09-2015,19:01:15,неправильный ввод пин-кода,да,13.1
1139,физ. лицо,получение средств,112.09,наличный,Витебск,Беларусбанк-AZSA-408,03-06-2021,01:37:12,успешно,нет,0.0
1140,юр. лицо,списание средств,824.5,безналичный,Брест,Белинвестбанк-PBDG-381,13-09-2009,15:14:11,неправильный ввод пин-кода,да,61.38
1142,физ. лицо,получение средств,48.71,наличный,Гомель,МаксБанк-GPHH-272,09-07-2004,18:40:50,успешно,нет,0.0
1145,юр. лицо,списание средств,981.36,безналичный,Витебск,Приорбанк-SXSS-367,04-05-2000,22:28:00,успешно,да,30.19
1153,физ. лицо,списание средств,696.91,безналичный,Гродно,БелАгропромбанк-JJDX-928,29-11-2018,22:15:14,неправильный ввод пин-кода,нет,0.0
1155,физ. лицо,получение средств,805.92,безналичный,Могилев,МаксБанк-IDHC-652,18-06-2007,01:01:25,успешно,нет,0.0
1162,юр. лицо,получение средств,837.13,наличный,Могилев,Белинвестбанк-UAHE-013,25-05-2005,17:30:00,успешно,нет,0.0
1165,физ. лицо,списание средств,759.87,безналичный,Могилев,БелАгропромбанк-CDST-168,20-04-2006,11:02:55,неправильный ввод пин-кода,нет,0.0
1168,физ. лицо,списание средств,970.47,наличный,Гомель,Приорбанк-KZLD-098,07-12-2008,13:53:35,неправильный ввод пин-кода,да,18.64
1174,юр. лицо,списание средств,775.17,безналичный,Гродно,Белинвестбанк-FLAJ-647,11-08-2023,11:38:20,успешно,нет,0.0
1178,физ. лицо,получение средств,413.03,наличный,Брест,Беларусбанк-BKVW-054,24-03-2000,05:07:04,успешно,нет,0.0
1193,юр. лицо,списание средств,927.17,наличный,Гомель,Приорбанк-LGVX-291,25-06-2000,16:56:03,недостаточно средств,да,56.29
1194,юр. лицо,списание средств,846.5,наличный,Могилев,МаксБанк-GIML-471,20-01-2006,07:40:12,неправильный ввод пин-кода,нет,0.0
1197,физ. лицо,списание средств,53.43,наличный,Минск,Приорбанк-ZRLD-795,22-10-2009,05:06:46,недостаточно средств,да,1.41
1201,юр. лицо,получение средств,22.1,безналичный,Гомель,МаксБанк-CLGP-121,08-07-2021,16:00:40,успешно,нет,0.0
1208,юр. лицо,списание средств,726.65,наличный,Минск,МаксБанк-EASS-124,19-06-2016,03:33:45,успешно,нет,0.0
